"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","60878","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/zd/","tests.ui_tests","Thu Apr 02 20:45:35 UTC 2026","passed","Thu Apr 02 20:46:36 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","60992","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/pkd/","tests.ui_tests","Thu Apr 02 20:54:24 UTC 2026","passed","Thu Apr 02 20:55:25 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","0","Создать новую учебную программу","tests.api_tests","Thu Apr 02 20:35:30 UTC 2026","skipped","Thu Apr 02 20:35:30 UTC 2026","TestEducationPrograms","EducationPrograms","",""
"","1734","Получить Курс","tests.api_tests","Thu Apr 02 20:35:14 UTC 2026","passed","Thu Apr 02 20:35:16 UTC 2026","TestCourses > TestEmployeeCourses","EmployeeCourses","",""
"","1300","Проверка доступности MSPortal Prod","tests.api_tests","Thu Apr 02 20:35:43 UTC 2026","passed","Thu Apr 02 20:35:44 UTC 2026","TestIntegrations","integrations_test","",""
"","716","Проверка доступности https://dealer-passport.vaz.ru/pkd/checklists/","tests.ui_tests","Thu Apr 02 20:36:40 UTC 2026","passed","Thu Apr 02 20:36:40 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","0","Изменить условия учебной программы","tests.api_tests","Thu Apr 02 20:35:30 UTC 2026","skipped","Thu Apr 02 20:35:30 UTC 2026","TestEducationPrograms","EducationPrograms","",""
"","542","Проверить отображение кнопок блока о ДЦ","tests.ui_tests","Thu Apr 02 21:01:59 UTC 2026","passed","Thu Apr 02 21:02:00 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","712","Проверка доступности https://dealer-passport.vaz.ru/users/","tests.ui_tests","Thu Apr 02 20:36:36 UTC 2026","passed","Thu Apr 02 20:36:37 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","84","Проверить отображение и кликабельность кнопки ВЫБРАТЬ ДИЛЕРА","tests.ui_tests","Thu Apr 02 21:01:08 UTC 2026","passed","Thu Apr 02 21:01:08 UTC 2026","TestMainPageSmoke","main_page_test","",""
