"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1138","Проверить поиск по кнопке ВЫБРАТЬ ДИЛЕРА","tests.ui_tests","Sun Nov 30 20:46:42 UTC 2025","passed","Sun Nov 30 20:46:43 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","1551","Проверить текст в модальном окне","tests.ui_tests","Sun Nov 30 20:49:53 UTC 2025","passed","Sun Nov 30 20:49:55 UTC 2025","TestSRRPageSmoke","srr_page_test","",""
"","4091","Получить данные качества прод MSPortal","tests.api_tests","Sun Nov 30 20:21:21 UTC 2025","passed","Sun Nov 30 20:21:25 UTC 2025","TestIntegrations","integrations_test","",""
"","1329","Проверить доступность списка групп отчетов SRR","tests.ui_tests","Sun Nov 30 20:47:35 UTC 2025","passed","Sun Nov 30 20:47:36 UTC 2025","TestSRRPageSmoke","srr_page_test","",""
"","60976","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/logs/email","tests.ui_tests","Sun Nov 30 20:27:07 UTC 2025","passed","Sun Nov 30 20:28:08 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","686","Проверка доступности https://dealer-passport.vaz.ru/logs/email","tests.ui_tests","Sun Nov 30 20:22:27 UTC 2025","passed","Sun Nov 30 20:22:28 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","1507","Проверить доступность меню в редакторе","tests.ui_tests","Sun Nov 30 20:22:22 UTC 2025","passed","Sun Nov 30 20:22:23 UTC 2025","TestEditorPage","editor_page_test","",""
"","683","Проверка доступности https://dealer-passport.vaz.ru/zd/","tests.ui_tests","Sun Nov 30 20:22:32 UTC 2025","passed","Sun Nov 30 20:22:32 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","61945","Проверить формирование отчета SRR в файл excell","tests.ui_tests","Sun Nov 30 20:47:41 UTC 2025","passed","Sun Nov 30 20:48:43 UTC 2025","TestSRRPageSmoke","srr_page_test","",""
"","71","Проверить отображение и кликабельность кнопки ОБЪЯВЛЕНИЯ","tests.ui_tests","Sun Nov 30 20:47:00 UTC 2025","passed","Sun Nov 30 20:47:00 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","861","Проверка доступности https://dealer-passport.vaz.ru/indicators/","tests.ui_tests","Sun Nov 30 20:22:36 UTC 2025","passed","Sun Nov 30 20:22:37 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","681","Проверка доступности https://dealer-passport.vaz.ru/base/staff/?searchText=&page=0&openModal=&dateBegin=&selectedDate=&currentId=","tests.ui_tests","Sun Nov 30 20:22:41 UTC 2025","passed","Sun Nov 30 20:22:42 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","85","Проверить отображение и кликабельность кнопки ПКД","tests.ui_tests","Sun Nov 30 20:46:52 UTC 2025","passed","Sun Nov 30 20:46:52 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","1733","Проверка доступности MSPortal Prod","tests.api_tests","Sun Nov 30 20:21:18 UTC 2025","passed","Sun Nov 30 20:21:20 UTC 2025","TestIntegrations","integrations_test","",""
"","61109","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/q/","tests.ui_tests","Sun Nov 30 20:33:39 UTC 2025","passed","Sun Nov 30 20:34:40 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","860","Проверка доступности https://dealer-passport.vaz.ru/reports/","tests.ui_tests","Sun Nov 30 20:22:25 UTC 2025","passed","Sun Nov 30 20:22:26 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","61055","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/zd/","tests.ui_tests","Sun Nov 30 20:31:28 UTC 2025","passed","Sun Nov 30 20:32:29 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","76","Проверить отображение и кликабельность кнопки НАРУШЕНИЯ","tests.ui_tests","Sun Nov 30 20:46:56 UTC 2025","passed","Sun Nov 30 20:46:56 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","60938","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/pkd/","tests.ui_tests","Sun Nov 30 20:40:11 UTC 2025","passed","Sun Nov 30 20:41:11 UTC 2025","TestMainPageSmoke","main_page_test","",""
