"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","915","Получить список сотрудников","tests.api_tests","2026-08-22","failed","2026-08-22","TestExternalApi","ExternalApi","",""
"","613","Получить список существующих позиций","tests.api_tests","2026-08-22","failed","2026-08-22","TestExternalApi","ExternalApi","",""
"","0","Проверить доступность меню в редакторе","tests.ui_tests","2026-08-22","broken","2026-08-22","TestEditorPage","editor_page_test","",""
"","560","Получить логи cron задач","tests.api_tests","2026-08-22","failed","2026-08-22","TestLog","Logs","",""
"","0","Проверить отображение и кликабельность кнопки ДОКУМЕНТЫ","tests.ui_tests","2026-08-22","broken","2026-08-22","TestMainPageSmoke","main_page_test","",""
"","790","Получить информацию по адресам дилера","tests.api_tests","2026-08-22","failed","2026-08-22","TestDealer","Dealer","",""
"","575","Проверка доступности https://dealer-passport-test.xsfera.ru/staff/","tests.ui_tests","2026-08-22","passed","2026-08-22","TestMainPageSmoke","main_page_test","",""
"","0","Проверить текст в модальном окне","tests.ui_tests","2026-08-22","broken","2026-08-22","TestSRRPageSmoke","srr_page_test","",""
"","0","test_open_url[https://dealer-passport-test.xsfera.ru/logs/email]","tests.ui_tests","2026-08-22","broken","2026-08-22","TestMainPageSmoke","main_page_test","",""
"","0","test_open_url[https://dealer-passport-test.xsfera.ru/q/]","tests.ui_tests","2026-08-22","broken","2026-08-22","TestMainPageSmoke","main_page_test","",""
"","574","Получить учебную программу с курсами и уровнями","tests.api_tests","2026-08-22","failed","2026-08-22","TestEducationPrograms","EducationPrograms","",""
"","581","Проверка доступности https://dealer-passport-test.xsfera.ru/gr/","tests.ui_tests","2026-08-22","passed","2026-08-22","TestMainPageSmoke","main_page_test","",""
"","0","test_open_url[https://dealer-passport-test.xsfera.ru/accounting/]","tests.ui_tests","2026-08-22","broken","2026-08-22","TestMainPageSmoke","main_page_test","",""
"","0","Проверить доступность списка групп отчетов SRR","tests.ui_tests","2026-08-22","broken","2026-08-22","TestSRRPageSmoke","srr_page_test","",""
"","2378","Получить данные качества прод MSPortal","tests.api_tests","2026-08-22","passed","2026-08-22","TestIntegrations","integrations_test","",""
"","0","Обновить информацию по адресам дилера","tests.api_tests","2026-08-22","skipped","2026-08-22","TestDealer","Dealer","",""
"","566","Проверка доступности https://dealer-passport-test.xsfera.ru/logs/email","tests.ui_tests","2026-08-22","passed","2026-08-22","TestMainPageSmoke","main_page_test","",""
"","577","Проверка доступности https://dealer-passport-test.xsfera.ru/indicators/","tests.ui_tests","2026-08-22","passed","2026-08-22","TestMainPageSmoke","main_page_test","",""
"","0","test_open_url[https://dealer-passport-test.xsfera.ru/zd/]","tests.ui_tests","2026-08-22","broken","2026-08-22","TestMainPageSmoke","main_page_test","",""
"","0","test_open_url[https://dealer-passport-test.xsfera.ru/uploads/]","tests.ui_tests","2026-08-22","broken","2026-08-22","TestMainPageSmoke","main_page_test","",""
"","583","Проверка доступности https://dealer-passport-test.xsfera.ru/reports/","tests.ui_tests","2026-08-22","passed","2026-08-22","TestMainPageSmoke","main_page_test","",""
"","923","Получить логи активности пользователей","tests.api_tests","2026-08-22","failed","2026-08-22","TestLog","Logs","",""
"","0","test_open_url[https://dealer-passport-test.xsfera.ru/staff/]","tests.ui_tests","2026-08-22","broken","2026-08-22","TestMainPageSmoke","main_page_test","",""
"","0","test_open_url[https://dealer-passport-test.xsfera.ru/dealers/]","tests.ui_tests","2026-08-22","broken","2026-08-22","TestMainPageSmoke","main_page_test","",""
