"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","60986","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/q/","tests.ui_tests","Sun Mar 01 20:39:47 UTC 2026","passed","Sun Mar 01 20:40:48 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1541","Проверка доступности https://dealer-passport.vaz.ru/dealers/","tests.ui_tests","Sun Mar 01 20:28:35 UTC 2026","passed","Sun Mar 01 20:28:37 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","60907","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/pkd/","tests.ui_tests","Sun Mar 01 20:46:22 UTC 2026","passed","Sun Mar 01 20:47:22 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","36","Проверить отображение кнопок меню","tests.ui_tests","Sun Mar 01 20:53:38 UTC 2026","passed","Sun Mar 01 20:53:38 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","4131","Получить пользователей из Реестра","tests.api_tests","Sun Mar 01 20:28:00 UTC 2026","passed","Sun Mar 01 20:28:04 UTC 2026","TestIntegrations","integrations_test","",""
"","3402","Получить данные качества прод MSPortal","tests.api_tests","Sun Mar 01 20:27:35 UTC 2026","passed","Sun Mar 01 20:27:39 UTC 2026","TestIntegrations","integrations_test","",""
"","60916","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/accounting/","tests.ui_tests","Sun Mar 01 20:35:23 UTC 2026","passed","Sun Mar 01 20:36:24 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1047","Проверка доступности https://dealer-passport.vaz.ru/documents/","tests.ui_tests","Sun Mar 01 20:28:30 UTC 2026","passed","Sun Mar 01 20:28:31 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","60922","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/logs/email","tests.ui_tests","Sun Mar 01 20:33:12 UTC 2026","passed","Sun Mar 01 20:34:13 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1063","Проверка доступности https://dealer-passport.vaz.ru/logs/","tests.ui_tests","Sun Mar 01 20:28:27 UTC 2026","passed","Sun Mar 01 20:28:28 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","737","Проверка доступности https://dealer-passport.vaz.ru/uploads/","tests.ui_tests","Sun Mar 01 20:28:39 UTC 2026","passed","Sun Mar 01 20:28:39 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","61106","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/uploads/","tests.ui_tests","Sun Mar 01 20:45:16 UTC 2026","passed","Sun Mar 01 20:46:17 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","919","Проверка доступности https://dealer-passport.vaz.ru/zd/","tests.ui_tests","Sun Mar 01 20:28:31 UTC 2026","passed","Sun Mar 01 20:28:32 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","7048","Проверить доступности Candidates","tests.api_tests","Sun Mar 01 20:27:41 UTC 2026","passed","Sun Mar 01 20:27:48 UTC 2026","TestIntegrations","integrations_test","",""
"","77","Проверить отображение и кликабельность кнопки БУХГАЛТЕРИЯ","tests.ui_tests","Sun Mar 01 20:53:24 UTC 2026","passed","Sun Mar 01 20:53:24 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","540","Проверить отображение блока о ДЦ","tests.ui_tests","Sun Mar 01 20:53:42 UTC 2026","passed","Sun Mar 01 20:53:43 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","720","Проверка доступности https://dealer-passport.vaz.ru/base/staff/?searchText=&page=0&openModal=&dateBegin=&selectedDate=&currentId=","tests.ui_tests","Sun Mar 01 20:28:44 UTC 2026","passed","Sun Mar 01 20:28:45 UTC 2026","TestMainPageSmoke","main_page_test","",""
