"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","60890","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/announcement/","tests.ui_tests","Mon Feb 23 21:07:20 UTC 2026","passed","Mon Feb 23 21:08:21 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","60864","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/base/staff/?searchText=&page=0&openModal=&dateBegin=&selectedDate=&currentId=","tests.ui_tests","Mon Feb 23 21:08:26 UTC 2026","passed","Mon Feb 23 21:09:27 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1147","Проверка доступности https://dealer-passport.vaz.ru/users/","tests.ui_tests","Mon Feb 23 20:45:15 UTC 2026","passed","Mon Feb 23 20:45:16 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","60","Проверить отображение и кликабельность кнопки SRR","tests.ui_tests","Mon Feb 23 21:10:07 UTC 2026","passed","Mon Feb 23 21:10:07 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","782","Проверка доступности https://dealer-passport.vaz.ru/gr/","tests.ui_tests","Mon Feb 23 20:45:12 UTC 2026","passed","Mon Feb 23 20:45:13 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","70","Проверить отображение и кликабельность кнопки НАРУШЕНИЯ","tests.ui_tests","Mon Feb 23 21:09:47 UTC 2026","passed","Mon Feb 23 21:09:47 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","69","Проверить отображение и кликабельность кнопки ОТЧЕТЫ","tests.ui_tests","Mon Feb 23 21:10:11 UTC 2026","passed","Mon Feb 23 21:10:12 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","770","Проверка доступности https://dealer-passport.vaz.ru/base/staff/?searchText=&page=0&openModal=&dateBegin=&selectedDate=&currentId=","tests.ui_tests","Mon Feb 23 20:45:21 UTC 2026","passed","Mon Feb 23 20:45:22 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","60978","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/dealers/","tests.ui_tests","Mon Feb 23 20:58:34 UTC 2026","passed","Mon Feb 23 20:59:35 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","770","Проверка доступности https://dealer-passport.vaz.ru/announcement/","tests.ui_tests","Mon Feb 23 20:45:21 UTC 2026","passed","Mon Feb 23 20:45:21 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","540","Проверить отображение кнопок блока о ДЦ","tests.ui_tests","Mon Feb 23 21:10:26 UTC 2026","passed","Mon Feb 23 21:10:26 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","770","Проверка доступности https://dealer-passport.vaz.ru/accounting/","tests.ui_tests","Mon Feb 23 20:45:09 UTC 2026","passed","Mon Feb 23 20:45:10 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","61052","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/violations/","tests.ui_tests","Mon Feb 23 21:06:14 UTC 2026","passed","Mon Feb 23 21:07:15 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","904","Получение данные качества тест MSPortal","tests.api_tests","Mon Feb 23 20:44:24 UTC 2026","passed","Mon Feb 23 20:44:24 UTC 2026","TestIntegrations","integrations_test","",""
"","60804","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/uploads/","tests.ui_tests","Mon Feb 23 21:01:52 UTC 2026","passed","Mon Feb 23 21:02:53 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","767","Проверка доступности https://dealer-passport.vaz.ru/pkd/","tests.ui_tests","Mon Feb 23 20:45:18 UTC 2026","passed","Mon Feb 23 20:45:18 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","780","Проверка доступности https://dealer-passport.vaz.ru/pkd/indicators/","tests.ui_tests","Mon Feb 23 20:45:18 UTC 2026","passed","Mon Feb 23 20:45:19 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1617","Проверка доступности MSPortal Test","tests.api_tests","Mon Feb 23 20:44:21 UTC 2026","passed","Mon Feb 23 20:44:23 UTC 2026","TestIntegrations","integrations_test","",""
"","5830","Проверить доступности Candidates","tests.api_tests","Mon Feb 23 20:44:26 UTC 2026","passed","Mon Feb 23 20:44:32 UTC 2026","TestIntegrations","integrations_test","",""
"","933","Проверка доступности MSPortal Prod","tests.api_tests","Mon Feb 23 20:44:23 UTC 2026","passed","Mon Feb 23 20:44:24 UTC 2026","TestIntegrations","integrations_test","",""
"","60997","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/pkd/indicators/","tests.ui_tests","Mon Feb 23 21:04:03 UTC 2026","passed","Mon Feb 23 21:05:04 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","32","Проверить отображение кнопок меню","tests.ui_tests","Mon Feb 23 21:10:16 UTC 2026","passed","Mon Feb 23 21:10:16 UTC 2026","TestMainPageSmoke","main_page_test","",""
