"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","63185","Проверить формирование отчета SRR в файл excell","tests.ui_tests","2026-07-03","passed","2026-07-03","TestSRRPageSmoke","srr_page_test","",""
"","60606","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru/dealers/","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","499","Проверка доступности https://dealer-passport-test.xsfera.ru","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","800","Проверка доступности https://dealer-passport-test.xsfera.ru/dealers/","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","3795","Получить пользователей из Реестра","tests.api_tests","2026-07-03","passed","2026-07-03","TestIntegrations","integrations_test","",""
"","399","Проверка доступности https://dealer-passport-test.xsfera.ru/announcement/","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","515","Проверка доступности https://dealer-passport-test.xsfera.ru/editor/","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","60062","Проверить отображение и кликабельность кнопки SRR","tests.ui_tests","2026-07-03","failed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","3499","Получить чек-листы из autocrm (ПКД)","tests.api_tests","2026-07-03","passed","2026-07-03","TestIntegrations","integrations_test","",""
"","60232","Проверить отображение и кликабельность кнопки ОБЪЯВЛЕНИЯ","tests.ui_tests","2026-07-03","failed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","952","Получить данные качества прод MSPortal typeForm","tests.api_tests","2026-07-03","passed","2026-07-03","TestIntegrations","integrations_test","",""
"","799","Проверка доступности https://dealer-passport-test.xsfera.ru/srr/","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","60821","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru/users/","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","670","Получить информацию по документам ДЦ","tests.api_tests","2026-07-03","passed","2026-07-03","TestDealer","Dealer","",""
"","578","Получить список всех типов событий","tests.api_tests","2026-07-03","passed","2026-07-03","TestLog","Logs","",""
"","1985","Получить данные качества прод MSPortal","tests.api_tests","2026-07-03","passed","2026-07-03","TestIntegrations","integrations_test","",""
"","60899","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru/q/","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","60573","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","396","Проверка доступности https://dealer-passport-test.xsfera.ru/users/","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","2068","Проверить доступность списка групп отчетов SRR","tests.ui_tests","2026-07-03","failed","2026-07-03","TestSRRPageSmoke","srr_page_test","",""
"","27908","Таблица с обученностью по курсу","tests.api_tests","2026-07-03","passed","2026-07-03","TestEducationPrograms","EducationPrograms","",""
"","60786","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru/srr/","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","60785","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru/pkd/indicators/","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","0","Изменить условия учебной программы","tests.api_tests","2026-07-03","skipped","2026-07-03","TestEducationPrograms","EducationPrograms","",""
"","60686","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru/announcement/","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","60248","Проверить отображение и кликабельность кнопки НАРУШЕНИЯ","tests.ui_tests","2026-07-03","failed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","60188","Проверить отображение кнопок блока о ДЦ","tests.ui_tests","2026-07-03","broken","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","696","Получить логи cron задач","tests.api_tests","2026-07-03","passed","2026-07-03","TestLog","Logs","",""
"","60623","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru/indicators/","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","667","Получить список существующих позиций","tests.api_tests","2026-07-03","passed","2026-07-03","TestExternalApi","ExternalApi","",""
"","60295","Проверить отображение и кликабельность кнопки ДОКУМЕНТЫ","tests.ui_tests","2026-07-03","failed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","60850","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru/base/staff/?searchText=&page=0&openModal=&dateBegin=&selectedDate=&currentId=","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","60895","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru/violations/","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","60280","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru/pkd/checklists/","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","1222","Получение данные качества тест MSPortal","tests.api_tests","2026-07-03","passed","2026-07-03","TestIntegrations","integrations_test","",""
"","1638","Проверка доступности MSPortal Test","tests.api_tests","2026-07-03","passed","2026-07-03","TestIntegrations","integrations_test","",""
"","394","Проверка доступности https://dealer-passport-test.xsfera.ru/q/","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","507","Проверка доступности https://dealer-passport-test.xsfera.ru/indicators/","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","577","Получить информацию по адресам дилера","tests.api_tests","2026-07-03","passed","2026-07-03","TestDealer","Dealer","",""
"","71","Проверить поиск по кнопке ВЫБРАТЬ ДИЛЕРА","tests.ui_tests","2026-07-03","failed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","60789","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru/editor/","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","497","Проверка доступности https://dealer-passport-test.xsfera.ru/documents/","tests.ui_tests","2026-07-03","passed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","575","Получить базовую информацию дилера по айди","tests.api_tests","2026-07-03","passed","2026-07-03","TestDealer","Dealer","",""
"","60291","Проверить отображение и кликабельность кнопки ПКД","tests.ui_tests","2026-07-03","failed","2026-07-03","TestMainPageSmoke","main_page_test","",""
"","1047","Получить данные качества прод MSPortal kindForm","tests.api_tests","2026-07-03","passed","2026-07-03","TestIntegrations","integrations_test","",""
"","544","генерировать Excel отчёт по логам активности","tests.api_tests","2026-07-03","passed","2026-07-03","TestLog","Logs","",""
