"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","60121","Проверить отображение кнопок блока о ДЦ","tests.ui_tests","Sat May 09 21:11:49 UTC 2026","broken","Sat May 09 21:12:49 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","395","Проверка доступности https://dealer-passport-test.xsfera.ru:3011/indicators/","tests.ui_tests","Sat May 09 20:45:36 UTC 2026","passed","Sat May 09 20:45:36 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","967","Получить информацию по документам ДЦ","tests.api_tests","Sat May 09 20:42:26 UTC 2026","passed","Sat May 09 20:42:27 UTC 2026","TestDealer","Dealer","",""
"","393","Проверка доступности https://dealer-passport-test.xsfera.ru:3011/reports/","tests.ui_tests","Sat May 09 20:45:30 UTC 2026","passed","Sat May 09 20:45:30 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","65","Проверить отображение и кликабельность кнопки SRR","tests.ui_tests","Sat May 09 21:09:35 UTC 2026","passed","Sat May 09 21:09:35 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","391","Проверка доступности https://dealer-passport-test.xsfera.ru:3011/pkd/","tests.ui_tests","Sat May 09 20:45:37 UTC 2026","passed","Sat May 09 20:45:37 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1432","Получить Курс","tests.api_tests","Sat May 09 20:42:23 UTC 2026","passed","Sat May 09 20:42:24 UTC 2026","TestCourses > TestEmployeeCourses","EmployeeCourses","",""
"","3371","Получить чек-листы из autocrm (ПКД)","tests.api_tests","Sat May 09 20:44:13 UTC 2026","passed","Sat May 09 20:44:16 UTC 2026","TestIntegrations","integrations_test","",""
"","60508","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru:3011","tests.ui_tests","Sat May 09 20:45:42 UTC 2026","passed","Sat May 09 20:46:43 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","0","Создать новую учебную программу","tests.api_tests","Sat May 09 20:43:45 UTC 2026","skipped","Sat May 09 20:43:45 UTC 2026","TestEducationPrograms","EducationPrograms","",""
"","60661","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru:3011/gr/","tests.ui_tests","Sat May 09 20:55:18 UTC 2026","passed","Sat May 09 20:56:19 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","39100","Таблица с обученностью по курсам","tests.api_tests","Sat May 09 20:42:27 UTC 2026","passed","Sat May 09 20:43:07 UTC 2026","TestEducationPrograms","EducationPrograms","",""
"","4722","Проверить доступности Candidates","tests.api_tests","Sat May 09 20:43:56 UTC 2026","passed","Sat May 09 20:44:01 UTC 2026","TestIntegrations","integrations_test","",""
"","393","Проверка доступности https://dealer-passport-test.xsfera.ru:3011/pkd/indicators/","tests.ui_tests","Sat May 09 20:45:37 UTC 2026","passed","Sat May 09 20:45:37 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","60134","Проверить отображение кнопок меню","tests.ui_tests","Sat May 09 21:09:42 UTC 2026","broken","Sat May 09 21:10:42 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","608","Получить список дилеров","tests.api_tests","Sat May 09 20:43:47 UTC 2026","passed","Sat May 09 20:43:47 UTC 2026","TestExternalApi","ExternalApi","",""
"","599","генерировать Excel отчёт по логам активности","tests.api_tests","Sat May 09 20:44:18 UTC 2026","passed","Sat May 09 20:44:18 UTC 2026","TestLog","Logs","",""
"","60827","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru:3011/base/staff/?searchText=&page=0&openModal=&dateBegin=&selectedDate=&currentId=","tests.ui_tests","Sat May 09 21:08:06 UTC 2026","passed","Sat May 09 21:09:07 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","402","Проверка доступности https://dealer-passport-test.xsfera.ru:3011/zd/","tests.ui_tests","Sat May 09 20:45:33 UTC 2026","passed","Sat May 09 20:45:33 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1147","Получить логи cron задач","tests.api_tests","Sat May 09 20:44:18 UTC 2026","passed","Sat May 09 20:44:19 UTC 2026","TestLog","Logs","",""
"","824","Получить базовую информацию дилера по айди","tests.api_tests","Sat May 09 20:42:25 UTC 2026","passed","Sat May 09 20:42:26 UTC 2026","TestDealer","Dealer","",""
"","61439","Проверить формирование отчета SRR на экране","tests.ui_tests","Sat May 09 21:14:03 UTC 2026","passed","Sat May 09 21:15:04 UTC 2026","TestSRRPageSmoke","srr_page_test","",""
"","73","Проверить отображение и кликабельность кнопки ДОКУМЕНТЫ","tests.ui_tests","Sat May 09 21:09:28 UTC 2026","passed","Sat May 09 21:09:28 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1704","Проверка доступности MSPortal Test","tests.api_tests","Sat May 09 20:43:48 UTC 2026","passed","Sat May 09 20:43:49 UTC 2026","TestIntegrations","integrations_test","",""
"","60248","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru:3011/users/","tests.ui_tests","Sat May 09 20:59:34 UTC 2026","passed","Sat May 09 21:00:35 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","78","Проверить отображение и кликабельность кнопки ОТЧЕТЫ","tests.ui_tests","Sat May 09 21:09:38 UTC 2026","passed","Sat May 09 21:09:38 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","915","Получить список существующих позиций","tests.api_tests","Sat May 09 20:43:45 UTC 2026","passed","Sat May 09 20:43:46 UTC 2026","TestExternalApi","ExternalApi","",""
"","813","Получить логи активности пользователей","tests.api_tests","Sat May 09 20:44:16 UTC 2026","passed","Sat May 09 20:44:17 UTC 2026","TestLog","Logs","",""
"","60629","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru:3011/pkd/","tests.ui_tests","Sat May 09 21:02:46 UTC 2026","passed","Sat May 09 21:03:47 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","61906","Проверить формирование отчета SRR в файл excell","tests.ui_tests","Sat May 09 21:12:57 UTC 2026","passed","Sat May 09 21:13:59 UTC 2026","TestSRRPageSmoke","srr_page_test","",""
"","60758","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru:3011/announcement/","tests.ui_tests","Sat May 09 21:07:02 UTC 2026","passed","Sat May 09 21:08:03 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","502","Проверка доступности https://dealer-passport-test.xsfera.ru:3011/logs/email","tests.ui_tests","Sat May 09 20:45:31 UTC 2026","passed","Sat May 09 20:45:31 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","60670","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru:3011/uploads/","tests.ui_tests","Sat May 09 21:01:42 UTC 2026","passed","Sat May 09 21:02:43 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","0","Создать нового дилера","tests.api_tests","Sat May 09 20:42:26 UTC 2026","skipped","Sat May 09 20:42:26 UTC 2026","TestDealer","Dealer","",""
"","8216","Получить ДЦ из Реестра","tests.api_tests","Sat May 09 20:44:01 UTC 2026","passed","Sat May 09 20:44:09 UTC 2026","TestIntegrations","integrations_test","",""
"","1187","Проверка доступности MSPortal Prod","tests.api_tests","Sat May 09 20:43:49 UTC 2026","passed","Sat May 09 20:43:51 UTC 2026","TestIntegrations","integrations_test","",""
"","1209","Получить данные качества прод MSPortal kindForm","tests.api_tests","Sat May 09 20:43:54 UTC 2026","passed","Sat May 09 20:43:55 UTC 2026","TestIntegrations","integrations_test","",""
"","542","Получить учебную программу с курсами и уровнями","tests.api_tests","Sat May 09 20:43:45 UTC 2026","passed","Sat May 09 20:43:45 UTC 2026","TestEducationPrograms","EducationPrograms","",""
"","398","Проверка доступности https://dealer-passport-test.xsfera.ru:3011/violations/","tests.ui_tests","Sat May 09 20:45:38 UTC 2026","passed","Sat May 09 20:45:38 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","0","Изменить условия учебной программы","tests.api_tests","Sat May 09 20:43:45 UTC 2026","skipped","Sat May 09 20:43:45 UTC 2026","TestEducationPrograms","EducationPrograms","",""
"","4120","Получить пользователей из Реестра","tests.api_tests","Sat May 09 20:44:09 UTC 2026","passed","Sat May 09 20:44:13 UTC 2026","TestIntegrations","integrations_test","",""
"","60688","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru:3011/indicators/","tests.ui_tests","Sat May 09 21:00:38 UTC 2026","passed","Sat May 09 21:01:39 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","742","Проверка доступности https://dealer-passport-test.xsfera.ru:3011/staff/","tests.ui_tests","Sat May 09 20:45:34 UTC 2026","passed","Sat May 09 20:45:35 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","508","Получить список сотрудников","tests.api_tests","Sat May 09 20:43:46 UTC 2026","passed","Sat May 09 20:43:47 UTC 2026","TestExternalApi","ExternalApi","",""
"","544","Получить Курс по ид","tests.api_tests","Sat May 09 20:42:24 UTC 2026","passed","Sat May 09 20:42:25 UTC 2026","TestCourses > TestEmployeeCourses","EmployeeCourses","",""
"","528","Проверка доступности https://dealer-passport-test.xsfera.ru:3011/users/","tests.ui_tests","Sat May 09 20:45:35 UTC 2026","passed","Sat May 09 20:45:36 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","60653","Проверить отсутствие ошибок при открытии https://dealer-passport-test.xsfera.ru:3011/srr/","tests.ui_tests","Sat May 09 20:51:02 UTC 2026","passed","Sat May 09 20:52:03 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1173","Получить данные качества прод MSPortal typeForm","tests.api_tests","Sat May 09 20:43:55 UTC 2026","passed","Sat May 09 20:43:56 UTC 2026","TestIntegrations","integrations_test","",""
"","509","Проверка доступности https://dealer-passport-test.xsfera.ru:3011","tests.ui_tests","Sat May 09 20:45:29 UTC 2026","passed","Sat May 09 20:45:29 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","803","Получить информацию по адресам дилера","tests.api_tests","Sat May 09 20:42:26 UTC 2026","passed","Sat May 09 20:42:26 UTC 2026","TestDealer","Dealer","",""
