"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","710","Проверка доступности https://dealer-passport.vaz.ru/q/","tests.ui_tests","Sat Apr 04 20:33:35 UTC 2026","passed","Sat Apr 04 20:33:36 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","61108","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/dealers/","tests.ui_tests","Sat Apr 04 20:47:03 UTC 2026","passed","Sat Apr 04 20:48:04 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","61679","Проверить формирование отчета SRR в файл excell","tests.ui_tests","Sat Apr 04 20:59:15 UTC 2026","passed","Sat Apr 04 21:00:16 UTC 2026","TestSRRPageSmoke","srr_page_test","",""
"","4843","Проверить доступности Candidates","tests.api_tests","Sat Apr 04 20:32:44 UTC 2026","passed","Sat Apr 04 20:32:49 UTC 2026","TestIntegrations","integrations_test","",""
"","2038","Получить информацию по адресам дилера","tests.api_tests","Sat Apr 04 20:31:58 UTC 2026","passed","Sat Apr 04 20:32:00 UTC 2026","TestDealer","Dealer","",""
"","61251","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/users/","tests.ui_tests","Sat Apr 04 20:48:09 UTC 2026","passed","Sat Apr 04 20:49:10 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","0","Обновить базовую информацию дилера по айди","tests.api_tests","Sat Apr 04 20:31:58 UTC 2026","skipped","Sat Apr 04 20:31:58 UTC 2026","TestDealer","Dealer","",""
"","879","Проверка доступности https://dealer-passport.vaz.ru/zd/","tests.ui_tests","Sat Apr 04 20:33:33 UTC 2026","passed","Sat Apr 04 20:33:34 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","830","Проверка доступности https://dealer-passport.vaz.ru/editor/","tests.ui_tests","Sat Apr 04 20:33:28 UTC 2026","passed","Sat Apr 04 20:33:28 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","773","Проверка доступности https://dealer-passport.vaz.ru/logs/","tests.ui_tests","Sat Apr 04 20:33:29 UTC 2026","passed","Sat Apr 04 20:33:30 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","850","Получить информацию по документам ДЦ","tests.api_tests","Sat Apr 04 20:32:00 UTC 2026","passed","Sat Apr 04 20:32:00 UTC 2026","TestDealer","Dealer","",""
"","60879","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/logs/email","tests.ui_tests","Sat Apr 04 20:38:13 UTC 2026","passed","Sat Apr 04 20:39:14 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1814","Получить логи cron задач","tests.api_tests","Sat Apr 04 20:33:10 UTC 2026","passed","Sat Apr 04 20:33:12 UTC 2026","TestLog","Logs","",""
"","710","Проверка доступности https://dealer-passport.vaz.ru/reports/","tests.ui_tests","Sat Apr 04 20:33:28 UTC 2026","passed","Sat Apr 04 20:33:29 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","78","Проверить отображение и кликабельность кнопки ОТЧЕТЫ","tests.ui_tests","Sat Apr 04 20:58:47 UTC 2026","passed","Sat Apr 04 20:58:47 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","691","Проверка доступности https://dealer-passport.vaz.ru/pkd/","tests.ui_tests","Sat Apr 04 20:33:40 UTC 2026","passed","Sat Apr 04 20:33:40 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1053","Получить Курс","tests.api_tests","Sat Apr 04 20:31:54 UTC 2026","passed","Sat Apr 04 20:31:55 UTC 2026","TestCourses > TestEmployeeCourses","EmployeeCourses","",""
"","1193","Проверить поиск по кнопке ВЫБРАТЬ ДИЛЕРА","tests.ui_tests","Sat Apr 04 20:58:05 UTC 2026","passed","Sat Apr 04 20:58:06 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","704","Проверка доступности https://dealer-passport.vaz.ru/pkd/checklists/","tests.ui_tests","Sat Apr 04 20:33:41 UTC 2026","passed","Sat Apr 04 20:33:42 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","709","Проверка доступности https://dealer-passport.vaz.ru/violations/","tests.ui_tests","Sat Apr 04 20:33:42 UTC 2026","passed","Sat Apr 04 20:33:43 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","696","Проверка доступности https://dealer-passport.vaz.ru/indicators/","tests.ui_tests","Sat Apr 04 20:33:38 UTC 2026","passed","Sat Apr 04 20:33:39 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","61097","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/reports/","tests.ui_tests","Sat Apr 04 20:36:01 UTC 2026","passed","Sat Apr 04 20:37:02 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","870","Проверка доступности MSPortal Prod","tests.api_tests","Sat Apr 04 20:32:36 UTC 2026","passed","Sat Apr 04 20:32:37 UTC 2026","TestIntegrations","integrations_test","",""
"","61094","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/violations/","tests.ui_tests","Sat Apr 04 20:54:46 UTC 2026","passed","Sat Apr 04 20:55:47 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","82","Проверить отображение и кликабельность кнопки ОБЪЯВЛЕНИЯ","tests.ui_tests","Sat Apr 04 20:58:27 UTC 2026","passed","Sat Apr 04 20:58:27 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1285","Получить список существующих позиций","tests.api_tests","Sat Apr 04 20:32:17 UTC 2026","passed","Sat Apr 04 20:32:18 UTC 2026","TestExternalApi","ExternalApi","",""
"","1044","Получить список всех типов событий","tests.api_tests","Sat Apr 04 20:33:08 UTC 2026","passed","Sat Apr 04 20:33:09 UTC 2026","TestLog","Logs","",""
"","61039","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/documents/","tests.ui_tests","Sat Apr 04 20:41:32 UTC 2026","passed","Sat Apr 04 20:42:33 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1119","Проверка доступности https://dealer-passport.vaz.ru/srr/","tests.ui_tests","Sat Apr 04 20:33:31 UTC 2026","passed","Sat Apr 04 20:33:32 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","61886","Проверить формирование отчета SRR на экране","tests.ui_tests","Sat Apr 04 21:00:22 UTC 2026","passed","Sat Apr 04 21:01:24 UTC 2026","TestSRRPageSmoke","srr_page_test","",""
"","39","Проверить отображение кнопок меню","tests.ui_tests","Sat Apr 04 20:58:52 UTC 2026","passed","Sat Apr 04 20:58:52 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","3413","Получить данные качества прод MSPortal","tests.api_tests","Sat Apr 04 20:32:38 UTC 2026","passed","Sat Apr 04 20:32:42 UTC 2026","TestIntegrations","integrations_test","",""
"","1355","Проверить текст в модальном окне","tests.ui_tests","Sat Apr 04 21:01:29 UTC 2026","passed","Sat Apr 04 21:01:30 UTC 2026","TestSRRPageSmoke","srr_page_test","",""
"","0","Изменить условия учебной программы","tests.api_tests","Sat Apr 04 20:32:16 UTC 2026","skipped","Sat Apr 04 20:32:16 UTC 2026","TestEducationPrograms","EducationPrograms","",""
"","808","Проверка доступности https://dealer-passport.vaz.ru/users/","tests.ui_tests","Sat Apr 04 20:33:37 UTC 2026","passed","Sat Apr 04 20:33:38 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","82","Проверить отображение и кликабельность кнопки ВЫБРАТЬ ДИЛЕРА","tests.ui_tests","Sat Apr 04 20:58:11 UTC 2026","passed","Sat Apr 04 20:58:11 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","901","Проверка доступности https://dealer-passport.vaz.ru/staff/","tests.ui_tests","Sat Apr 04 20:33:36 UTC 2026","passed","Sat Apr 04 20:33:37 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","2196","Получить список сотрудников","tests.api_tests","Sat Apr 04 20:32:18 UTC 2026","passed","Sat Apr 04 20:32:20 UTC 2026","TestExternalApi","ExternalApi","",""
"","1229","Получить данные качества прод MSPortal kindForm","tests.api_tests","Sat Apr 04 20:32:42 UTC 2026","passed","Sat Apr 04 20:32:43 UTC 2026","TestIntegrations","integrations_test","",""
"","1382","Проверить доступность меню в редакторе","tests.ui_tests","Sat Apr 04 20:33:25 UTC 2026","passed","Sat Apr 04 20:33:27 UTC 2026","TestEditorPage","editor_page_test","",""
"","0","Обновить информацию по адресам дилера","tests.api_tests","Sat Apr 04 20:32:00 UTC 2026","skipped","Sat Apr 04 20:32:00 UTC 2026","TestDealer","Dealer","",""
"","903","Проверка доступности https://dealer-passport.vaz.ru/announcement/","tests.ui_tests","Sat Apr 04 20:33:43 UTC 2026","passed","Sat Apr 04 20:33:43 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","61064","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/pkd/","tests.ui_tests","Sat Apr 04 20:51:28 UTC 2026","passed","Sat Apr 04 20:52:29 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","83","Проверить отображение и кликабельность кнопки НАРУШЕНИЯ","tests.ui_tests","Sat Apr 04 20:58:21 UTC 2026","passed","Sat Apr 04 20:58:21 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","82","Проверить отображение и кликабельность кнопки ДОКУМЕНТЫ","tests.ui_tests","Sat Apr 04 20:58:32 UTC 2026","passed","Sat Apr 04 20:58:32 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","61023","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/announcement/","tests.ui_tests","Sat Apr 04 20:55:52 UTC 2026","passed","Sat Apr 04 20:56:53 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","60943","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/pkd/checklists/","tests.ui_tests","Sat Apr 04 20:53:40 UTC 2026","passed","Sat Apr 04 20:54:41 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1638","Получить список сотрудников","tests.api_tests","Sat Apr 04 20:32:33 UTC 2026","passed","Sat Apr 04 20:32:34 UTC 2026","TestExternalApi","ExternalApi","",""
"","1117","Получение данные качества тест MSPortal","tests.api_tests","Sat Apr 04 20:32:37 UTC 2026","passed","Sat Apr 04 20:32:38 UTC 2026","TestIntegrations","integrations_test","",""
"","0","Деактивировать учебную программу","tests.api_tests","Sat Apr 04 20:32:16 UTC 2026","skipped","Sat Apr 04 20:32:16 UTC 2026","TestEducationPrograms","EducationPrograms","",""
"","82","Проверить отображение и кликабельность кнопки БУХГАЛТЕРИЯ","tests.ui_tests","Sat Apr 04 20:58:37 UTC 2026","passed","Sat Apr 04 20:58:37 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1285","Получить базовую информацию дилера по айди","tests.api_tests","Sat Apr 04 20:31:56 UTC 2026","passed","Sat Apr 04 20:31:58 UTC 2026","TestDealer","Dealer","",""
"","541","Проверить отображение блока о ДЦ","tests.ui_tests","Sat Apr 04 20:58:57 UTC 2026","passed","Sat Apr 04 20:58:58 UTC 2026","TestMainPageSmoke","main_page_test","",""
