"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","809","Проверка доступности https://dealer-passport.vaz.ru/accounting/","tests.ui_tests","Mon Nov 10 20:23:52 UTC 2025","passed","Mon Nov 10 20:23:52 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","1017","Проверка доступности https://dealer-passport.vaz.ru/srr/","tests.ui_tests","Mon Nov 10 20:23:51 UTC 2025","passed","Mon Nov 10 20:23:52 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","61325","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/reports/","tests.ui_tests","Mon Nov 10 20:26:22 UTC 2025","passed","Mon Nov 10 20:27:23 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","61056","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/logs/email","tests.ui_tests","Mon Nov 10 20:28:34 UTC 2025","passed","Mon Nov 10 20:29:35 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","1486","Проверить доступность списка групп отчетов SRR","tests.ui_tests","Mon Nov 10 20:49:20 UTC 2025","passed","Mon Nov 10 20:49:22 UTC 2025","TestSRRPageSmoke","srr_page_test","",""
"","1200","Проверка доступности https://dealer-passport.vaz.ru/reports/","tests.ui_tests","Mon Nov 10 20:23:48 UTC 2025","passed","Mon Nov 10 20:23:49 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","71","Проверить отображение и кликабельность кнопки ОТЧЕТЫ","tests.ui_tests","Mon Nov 10 20:49:00 UTC 2025","passed","Mon Nov 10 20:49:00 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","13413","Получить ДЦ из Реестра","tests.api_tests","Mon Nov 10 20:23:14 UTC 2025","passed","Mon Nov 10 20:23:28 UTC 2025","TestIntegrations","integrations_test","",""
"","813","Проверка доступности https://dealer-passport.vaz.ru/base/staff/?searchText=&page=0&openModal=&dateBegin=&selectedDate=&currentId=","tests.ui_tests","Mon Nov 10 20:24:05 UTC 2025","passed","Mon Nov 10 20:24:05 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","1019","Проверка доступности https://dealer-passport.vaz.ru/users/","tests.ui_tests","Mon Nov 10 20:23:57 UTC 2025","passed","Mon Nov 10 20:23:59 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","807","Проверка доступности https://dealer-passport.vaz.ru/indicators/","tests.ui_tests","Mon Nov 10 20:23:59 UTC 2025","passed","Mon Nov 10 20:23:59 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","1665","Проверка доступности MSPortal Test","tests.api_tests","Mon Nov 10 20:23:01 UTC 2025","passed","Mon Nov 10 20:23:03 UTC 2025","TestIntegrations","integrations_test","",""
"","71","Проверить отображение и кликабельность кнопки НАРУШЕНИЯ","tests.ui_tests","Mon Nov 10 20:48:36 UTC 2025","passed","Mon Nov 10 20:48:36 UTC 2025","TestMainPageSmoke","main_page_test","",""
