"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1280","Проверить доступность списка групп отчетов SRR","tests.ui_tests","Fri Mar 20 20:59:09 UTC 2026","passed","Fri Mar 20 20:59:10 UTC 2026","TestSRRPageSmoke","srr_page_test","",""
"","1302","Получить данные качества прод MSPortal kindForm","tests.api_tests","Fri Mar 20 20:33:30 UTC 2026","passed","Fri Mar 20 20:33:31 UTC 2026","TestIntegrations","integrations_test","",""
"","3357","Получить данные качества прод MSPortal","tests.api_tests","Fri Mar 20 20:33:26 UTC 2026","passed","Fri Mar 20 20:33:30 UTC 2026","TestIntegrations","integrations_test","",""
"","2432","Получить список дилеров","tests.api_tests","Fri Mar 20 20:33:19 UTC 2026","passed","Fri Mar 20 20:33:21 UTC 2026","TestExternalApi","ExternalApi","",""
"","815","генерировать Excel отчёт по логам активности","tests.api_tests","Fri Mar 20 20:34:00 UTC 2026","passed","Fri Mar 20 20:34:00 UTC 2026","TestLog","Logs","",""
"","781","Проверка доступности https://dealer-passport.vaz.ru/indicators/","tests.ui_tests","Fri Mar 20 20:34:21 UTC 2026","passed","Fri Mar 20 20:34:22 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1107","Проверить поиск по кнопке ВЫБРАТЬ ДИЛЕРА","tests.ui_tests","Fri Mar 20 20:58:19 UTC 2026","passed","Fri Mar 20 20:58:20 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","60617","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru","tests.ui_tests","Fri Mar 20 20:34:30 UTC 2026","passed","Fri Mar 20 20:35:31 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","60838","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/indicators/","tests.ui_tests","Fri Mar 20 20:49:39 UTC 2026","passed","Fri Mar 20 20:50:40 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","625","Проверка доступности https://dealer-passport.vaz.ru/pkd/checklists/","tests.ui_tests","Fri Mar 20 20:34:24 UTC 2026","passed","Fri Mar 20 20:34:24 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","60941","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/uploads/","tests.ui_tests","Fri Mar 20 20:50:44 UTC 2026","passed","Fri Mar 20 20:51:45 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1288","Получить Курс по ид","tests.api_tests","Fri Mar 20 20:33:13 UTC 2026","passed","Fri Mar 20 20:33:15 UTC 2026","TestCourses > TestEmployeeCourses","EmployeeCourses","",""
"","60879","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/reports/","tests.ui_tests","Fri Mar 20 20:36:40 UTC 2026","passed","Fri Mar 20 20:37:40 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","60876","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/srr/","tests.ui_tests","Fri Mar 20 20:39:54 UTC 2026","passed","Fri Mar 20 20:40:55 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1283","Получить Курс","tests.api_tests","Fri Mar 20 20:33:12 UTC 2026","passed","Fri Mar 20 20:33:13 UTC 2026","TestCourses > TestEmployeeCourses","EmployeeCourses","",""
"","840","Проверка доступности https://dealer-passport.vaz.ru/dealers/","tests.ui_tests","Fri Mar 20 20:34:19 UTC 2026","passed","Fri Mar 20 20:34:20 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","795","Проверка доступности https://dealer-passport.vaz.ru/srr/","tests.ui_tests","Fri Mar 20 20:34:13 UTC 2026","passed","Fri Mar 20 20:34:14 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","778","Проверка доступности https://dealer-passport.vaz.ru","tests.ui_tests","Fri Mar 20 20:34:09 UTC 2026","passed","Fri Mar 20 20:34:10 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","629","Проверка доступности https://dealer-passport.vaz.ru/base/staff/?searchText=&page=0&openModal=&dateBegin=&selectedDate=&currentId=","tests.ui_tests","Fri Mar 20 20:34:25 UTC 2026","passed","Fri Mar 20 20:34:26 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","72","Проверить отображение и кликабельность кнопки НАРУШЕНИЯ","tests.ui_tests","Fri Mar 20 20:58:32 UTC 2026","passed","Fri Mar 20 20:58:32 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","2457","Получить список сотрудников","tests.api_tests","Fri Mar 20 20:33:16 UTC 2026","passed","Fri Mar 20 20:33:19 UTC 2026","TestExternalApi","ExternalApi","",""
"","661","Проверка доступности https://dealer-passport.vaz.ru/users/","tests.ui_tests","Fri Mar 20 20:34:20 UTC 2026","passed","Fri Mar 20 20:34:21 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","72","Проверить отображение и кликабельность кнопки ВЫБРАТЬ ДИЛЕРА","tests.ui_tests","Fri Mar 20 20:58:24 UTC 2026","passed","Fri Mar 20 20:58:24 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","920","Проверка доступности https://dealer-passport.vaz.ru/accounting/","tests.ui_tests","Fri Mar 20 20:34:14 UTC 2026","passed","Fri Mar 20 20:34:15 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1396","Проверить текст в модальном окне","tests.ui_tests","Fri Mar 20 21:01:26 UTC 2026","passed","Fri Mar 20 21:01:27 UTC 2026","TestSRRPageSmoke","srr_page_test","",""
"","60932","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/violations/","tests.ui_tests","Fri Mar 20 20:55:04 UTC 2026","passed","Fri Mar 20 20:56:05 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","73","Проверить отображение и кликабельность кнопки ДОКУМЕНТЫ","tests.ui_tests","Fri Mar 20 20:58:40 UTC 2026","passed","Fri Mar 20 20:58:41 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","727","Проверка доступности https://dealer-passport.vaz.ru/reports/","tests.ui_tests","Fri Mar 20 20:34:11 UTC 2026","passed","Fri Mar 20 20:34:12 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","72","Проверить отображение и кликабельность кнопки БУХГАЛТЕРИЯ","tests.ui_tests","Fri Mar 20 20:58:44 UTC 2026","passed","Fri Mar 20 20:58:44 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","60924","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/documents/","tests.ui_tests","Fri Mar 20 20:42:04 UTC 2026","passed","Fri Mar 20 20:43:05 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1187","Получить данные качества прод MSPortal typeForm","tests.api_tests","Fri Mar 20 20:33:31 UTC 2026","passed","Fri Mar 20 20:33:32 UTC 2026","TestIntegrations","integrations_test","",""
"","628","Проверка доступности https://dealer-passport.vaz.ru/uploads/","tests.ui_tests","Fri Mar 20 20:34:22 UTC 2026","passed","Fri Mar 20 20:34:22 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","60858","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/pkd/","tests.ui_tests","Fri Mar 20 20:51:49 UTC 2026","passed","Fri Mar 20 20:52:50 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1769","Получить список существующих позиций","tests.api_tests","Fri Mar 20 20:33:15 UTC 2026","passed","Fri Mar 20 20:33:16 UTC 2026","TestExternalApi","ExternalApi","",""
"","61046","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/staff/","tests.ui_tests","Fri Mar 20 20:46:24 UTC 2026","passed","Fri Mar 20 20:47:25 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","540","Проверить отображение блока о ДЦ","tests.ui_tests","Fri Mar 20 20:59:00 UTC 2026","passed","Fri Mar 20 20:59:01 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","624","Проверка доступности https://dealer-passport.vaz.ru/pkd/","tests.ui_tests","Fri Mar 20 20:34:22 UTC 2026","passed","Fri Mar 20 20:34:23 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","4279","Проверить доступности Candidates","tests.api_tests","Fri Mar 20 20:33:32 UTC 2026","passed","Fri Mar 20 20:33:36 UTC 2026","TestIntegrations","integrations_test","",""
"","933","Проверка доступности https://dealer-passport.vaz.ru/gr/","tests.ui_tests","Fri Mar 20 20:34:17 UTC 2026","passed","Fri Mar 20 20:34:18 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1122","Проверка доступности MSPortal Prod","tests.api_tests","Fri Mar 20 20:33:24 UTC 2026","passed","Fri Mar 20 20:33:25 UTC 2026","TestIntegrations","integrations_test","",""
"","631","Проверка доступности https://dealer-passport.vaz.ru/q/","tests.ui_tests","Fri Mar 20 20:34:18 UTC 2026","passed","Fri Mar 20 20:34:19 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","1247","test_gql","tests.api_tests","Fri Mar 20 20:33:11 UTC 2026","passed","Fri Mar 20 20:33:12 UTC 2026","TestGQL","apollo_test","",""
"","14089","Получить ДЦ из Реестра","tests.api_tests","Fri Mar 20 20:33:36 UTC 2026","passed","Fri Mar 20 20:33:50 UTC 2026","TestIntegrations","integrations_test","",""
"","1231","Получить список уникальных имен cron задач","tests.api_tests","Fri Mar 20 20:34:02 UTC 2026","passed","Fri Mar 20 20:34:03 UTC 2026","TestLog","Logs","",""
"","61520","Проверить формирование отчета SRR в файл excell","tests.ui_tests","Fri Mar 20 20:59:14 UTC 2026","passed","Fri Mar 20 21:00:16 UTC 2026","TestSRRPageSmoke","srr_page_test","",""
"","1090","Проверка доступности https://dealer-passport.vaz.ru/editor/","tests.ui_tests","Fri Mar 20 20:34:10 UTC 2026","passed","Fri Mar 20 20:34:11 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","2095","Проверка доступности MSPortal Test","tests.api_tests","Fri Mar 20 20:33:22 UTC 2026","passed","Fri Mar 20 20:33:24 UTC 2026","TestIntegrations","integrations_test","",""
"","629","Проверка доступности https://dealer-passport.vaz.ru/staff/","tests.ui_tests","Fri Mar 20 20:34:19 UTC 2026","passed","Fri Mar 20 20:34:19 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","61012","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/announcement/","tests.ui_tests","Fri Mar 20 20:56:09 UTC 2026","passed","Fri Mar 20 20:57:10 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","60907","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/editor/","tests.ui_tests","Fri Mar 20 20:35:35 UTC 2026","passed","Fri Mar 20 20:36:35 UTC 2026","TestMainPageSmoke","main_page_test","",""
"","78","Проверить отображение и кликабельность кнопки ОТЧЕТЫ","tests.ui_tests","Fri Mar 20 20:58:52 UTC 2026","passed","Fri Mar 20 20:58:52 UTC 2026","TestMainPageSmoke","main_page_test","",""
