"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","60981","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/srr/","tests.ui_tests","Fri Dec 12 20:29:20 UTC 2025","passed","Fri Dec 12 20:30:21 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","60958","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/logs/email","tests.ui_tests","Fri Dec 12 20:28:15 UTC 2025","passed","Fri Dec 12 20:29:16 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","61023","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/staff/","tests.ui_tests","Fri Dec 12 20:35:51 UTC 2025","passed","Fri Dec 12 20:36:52 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","1494","Проверка доступности MSPortal Test","tests.api_tests","Fri Dec 12 20:22:52 UTC 2025","passed","Fri Dec 12 20:22:54 UTC 2025","TestIntegrations","integrations_test","",""
"","68","Проверить отображение и кликабельность кнопки НАРУШЕНИЯ","tests.ui_tests","Fri Dec 12 20:47:58 UTC 2025","passed","Fri Dec 12 20:47:58 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","1438","Проверить доступность меню в редакторе","tests.ui_tests","Fri Dec 12 20:23:34 UTC 2025","passed","Fri Dec 12 20:23:35 UTC 2025","TestEditorPage","editor_page_test","",""
"","876","Проверка доступности https://dealer-passport.vaz.ru/logs/","tests.ui_tests","Fri Dec 12 20:23:38 UTC 2025","passed","Fri Dec 12 20:23:39 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","608","Проверка доступности https://dealer-passport.vaz.ru/pkd/indicators/","tests.ui_tests","Fri Dec 12 20:23:48 UTC 2025","passed","Fri Dec 12 20:23:49 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","60958","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/documents/","tests.ui_tests","Fri Dec 12 20:31:30 UTC 2025","passed","Fri Dec 12 20:32:31 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","762","Проверка доступности https://dealer-passport.vaz.ru/accounting/","tests.ui_tests","Fri Dec 12 20:23:40 UTC 2025","passed","Fri Dec 12 20:23:41 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","60977","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/zd/","tests.ui_tests","Fri Dec 12 20:32:35 UTC 2025","passed","Fri Dec 12 20:33:36 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","1475","Проверить текст в модальном окне","tests.ui_tests","Fri Dec 12 20:50:51 UTC 2025","passed","Fri Dec 12 20:50:53 UTC 2025","TestSRRPageSmoke","srr_page_test","",""
"","60951","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/pkd/indicators/","tests.ui_tests","Fri Dec 12 20:42:20 UTC 2025","passed","Fri Dec 12 20:43:21 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","60904","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/reports/","tests.ui_tests","Fri Dec 12 20:26:05 UTC 2025","passed","Fri Dec 12 20:27:06 UTC 2025","TestMainPageSmoke","main_page_test","",""
"","60911","Проверить отсутствие ошибок при открытии https://dealer-passport.vaz.ru/violations/","tests.ui_tests","Fri Dec 12 20:44:30 UTC 2025","passed","Fri Dec 12 20:45:31 UTC 2025","TestMainPageSmoke","main_page_test","",""
